source,external_id,name,name_lang,name_en,synonyms,serving_amount,serving_unit,carbs_g,protein_g,fats_g,kcal,dataset_version
cofid,11-001,Arrowroot,en,,2 samples from different shops AA,100,g,94,0.4,0.1,355,cofid-2021
cofid,11-002,"Barley, pearl, raw",en,,2 samples from different shops; literature sources AA,100,g,83.6,7.9,1.7,360,cofid-2021
cofid,11-003,"Barley, pearl, boiled",en,,"2 samples from different shops, boiled in water AA",100,g,27.6,2.7,0.6,120,cofid-2021
cofid,11-006,"Buckwheat, groats",en,,Literature sources AA,100,g,84.9,8.1,1.5,364,cofid-2021
cofid,11-011,"Cornmeal, sifted",en,,Analytical and literature sources AA,100,g,73.1,9.4,3.3,368,cofid-2021
cofid,11-016,"Flour, millet, foxtail",en,,Literature sources AA,100,g,75.4,5.8,1.7,354,cofid-2021
cofid,11-021,"Flour, rice",en,,Literature sources AA,100,g,80.1,6.4,0.8,366,cofid-2021
cofid,11-023,"Sago, raw",en,,2 samples from different shops AA,100,g,94,0.2,0.2,355,cofid-2021
cofid,11-027,"Tapioca, raw",en,,"4 varieties, medium pearl, seed pearl, coarse and flake AA",100,g,95,0.4,0.1,359,cofid-2021
cofid,11-1000,"Stuffing, sage and onion, homemade",en,,Recipe AT,100,g,29.4,5.6,13.3,253,cofid-2021
cofid,11-1001,"Bread, white, toasted",en,,15 samples. Calculated using weight loss of 18% AF,100,g,56.2,9.7,2,267,cofid-2021
cofid,11-1003,"Bread, white, 'with added fibre'",en,,"Including Hovis Best of Both, Kingsmill 50/50 and Warburtons Half & Half Toastie AF",100,g,45.1,8.7,2.2,224,cofid-2021
cofid,11-1004,"Bread, white, 'with added fibre', toasted",en,,Calculated using weight loss of 16% AF,100,g,53.7,10.4,2.6,266,cofid-2021
cofid,11-1005,"Cake, fruit, rich, homemade",en,,Recipe AN,100,g,61.5,4,11.1,349,cofid-2021
cofid,11-1006,"Bread rolls, white, soft",en,,10 samples AF,100,g,51.5,9.3,2.6,254,cofid-2021
cofid,11-1007,"Pie, fruit, one crust, homemade",en,,"Recipe. Apple, gooseberry, plum, rhubarb AS",100,g,26.7,2.1,9.1,190,cofid-2021
cofid,11-1008,"Pie, fruit, pastry top and bottom, homemade",en,,"Recipe. Apple, gooseberry, plum, rhubarb. Ref. Wiles et al. (1980) AS",100,g,30.4,3.1,15.1,262,cofid-2021
cofid,11-1009,"Currant buns, retail",en,,"9 samples, 5 supermarkets, 3 bakeries AF",100,g,52.6,8,5.6,280,cofid-2021
cofid,11-1010,"Pastry, wholemeal, uncooked, homemade",en,,Recipe. Ref. Wiles et al. (1980) AO,100,g,42.3,7.2,25.9,421,cofid-2021
cofid,11-1011,"Pizza, fish topped, takeaway",en,,"18 samples, 8 brands, prawn and tuna toppings, includes thin base and deep pan AE",100,g,28,13.3,7.5,226,cofid-2021
cofid,11-1012,"Pizza, chicken topped, retail",en,,"9 samples, 4 brands, includes thin base and deep pan, chilled AE",100,g,31.3,13.4,8.3,246,cofid-2021
cofid,11-1013,"Pizza, ham and pineapple, retail",en,,"10 samples, 5 brands, includes thin base and deep pan AE",100,g,34.4,13.5,8.6,260,cofid-2021
cofid,11-1014,"Pizza, vegetarian, retail and takeaway",en,,"30 samples, 7 brands, includes chilled and takeaway, thin base and deep pan AE",100,g,29.6,10.8,6.9,216,cofid-2021
cofid,11-1015,"Pizza, meat topped, retail and takeaway",en,,"39 samples including pepperoni, spicy beef, spicy pork. Includes frozen, chilled and takeaway, thin base and deep pan AE",100,g,29.1,13.2,10.3,255,cofid-2021
cofid,11-1016,"Pizza base, raw",en,,"Average of ambient and chilled, 12 brands AE",100,g,57.5,7.8,4.8,290,cofid-2021
cofid,11-1017,"Pastry, shortcrust, uncooked, homemade",en,,Recipe AO,100,g,48.8,5.7,25.5,435,cofid-2021
cofid,11-1019,"Breakfast cereal, multigrain hoops, fortified",en,,Including Cheerios and own brands AI,100,g,80.7,7.9,3.8,368,cofid-2021
cofid,11-1020,"Crumble, fruit, retail",en,,"10 samples, including apple, apple and blackberry and rhubarb. Frozen and chilled AS",100,g,36,2.4,8.3,219,cofid-2021
cofid,11-1021,"Pudding, sponge, canned",en,,10 assorted samples of the same brand AS,100,g,45.4,3.1,9.1,265,cofid-2021
cofid,11-1022,"Pudding, Christmas, retail",en,,"10 samples, 4 brands AS",100,g,56.3,3,6.9,285,cofid-2021
cofid,11-1023,"Prawn crackers, takeaway",en,,10 samples from different outlets AT,100,g,58.2,0.3,39,570,cofid-2021
cofid,11-1024,"Pie, apple, one crust, homemade",en,,Recipe AS,100,g,29,1.8,9.2,198,cofid-2021
cofid,11-1025,"Pie, apple, pastry top and bottom, homemade",en,,Recipe AS,100,g,32.1,2.9,15.2,268,cofid-2021
cofid,11-1026,"Pie, apple, wholemeal, one crust, homemade",en,,Recipe AS,100,g,29.9,2.3,7.7,190,cofid-2021
cofid,11-1027,"Pie, apple, wholemeal, pastry top and bottom, homemade",en,,Recipe AS,100,g,33.6,3.6,12.7,254,cofid-2021
cofid,11-1028,"Tart, bakewell, homemade",en,,Recipe AS,100,g,40.8,6.9,30.4,454,cofid-2021
cofid,11-1029,"Banana bread, homemade",en,,Recipe AN,100,g,53.9,4.4,12.4,331,cofid-2021
cofid,11-1030,"Bannocks, made with beremeal, homemade",en,,Recipe AF,100,g,56.8,9.3,1.7,266,cofid-2021
cofid,11-1032,"Biscuits, plain, homemade",en,,Recipe AM,100,g,66,6.2,22.1,471,cofid-2021
cofid,11-1034,"Biscuits, wholemeal, homemade",en,,Recipe AM,100,g,66.6,12.7,7.5,369,cofid-2021
cofid,11-1035,"Biscuits, melting moments, homemade",en,,Recipe AM,100,g,57.8,3.4,37.1,564,cofid-2021
cofid,11-1036,"Brandy snaps, homemade",en,,Recipe AM,100,g,72.1,2.8,22.5,489,cofid-2021
cofid,11-1037,"Pudding, bread and butter, homemade",en,,Recipe AS,100,g,17,6.3,5.3,137,cofid-2021
cofid,11-1038,"Bread pudding, homemade",en,,Recipe AS,100,g,48,5.9,7.7,289,cofid-2021
cofid,11-1041,"Cake, carrot, with topping, homemade",en,,"Recipe, with topping AN",100,g,37.7,4,21.1,346,cofid-2021
cofid,11-1043,"Chelsea buns, homemade",en,,Recipe. Ref. Wiles et al. (1980) AP,100,g,57.8,7.8,12.5,361,cofid-2021
cofid,11-1044,"Cake, cherry, homemade",en,,Recipe AN,100,g,66.5,5,14.4,398,cofid-2021
cofid,11-1045,"Flour, corn",en,,"6 samples, 5 products AA",100,g,92,0.6,0.7,354,cofid-2021
cofid,11-1046,"Cake, chocolate, not filled, homemade",en,,Recipe AN,100,g,51.3,7.3,24.1,438,cofid-2021
cofid,11-1047,"Cake, chocolate, with butter icing, homemade",en,,Recipe AN,100,g,53.8,5.8,25.2,452,cofid-2021
cofid,11-1048,"Pastry, choux, uncooked, homemade",en,,Recipe AO,100,g,20.2,5.5,11.8,203,cofid-2021
cofid,11-1049,"Pastry, choux, cooked, homemade",en,,Recipe AO,100,g,31.1,8.4,18.1,313,cofid-2021
cofid,11-1050,"Choux buns, homemade",en,,Recipe AP,100,g,17.9,5.3,34.1,395,cofid-2021
cofid,11-1051,"Pudding, Christmas, homemade",en,,Recipe AS,100,g,54.6,5,9.8,316,cofid-2021
cofid,11-1052,"Pastry, shortcrust, cooked, homemade",en,,Recipe AO,100,g,57.1,6.6,29.9,509,cofid-2021
cofid,11-1053,"Cake, coconut, homemade",en,,Recipe AN,100,g,52.6,6.7,22.1,423,cofid-2021
cofid,11-1055,"Crumble, apple, homemade",en,,Recipe AS,100,g,35,1.7,6.4,201,cofid-2021
cofid,11-1056,"Crumble, fruit, homemade",en,,"Recipe, apple, plum, gooseberry, rhubarb, homemade AS",100,g,34.5,2,6.4,195,cofid-2021
cofid,11-1057,"Crumble, with pie filling, homemade",en,,Recipe AS,100,g,37.2,1.9,6.6,207,cofid-2021
cofid,11-1058,"Tart, custard, large, homemade",en,,Recipe AP,100,g,25.2,5.8,17.4,275,cofid-2021
cofid,11-1060,"Biscuits, oat based, chocolate, half coated",en,,Recipe AM,100,g,63.9,6.6,24.9,489,cofid-2021
cofid,11-1064,"Pastries, chocolate eclairs, fresh, homemade",en,,Recipe AP,100,g,38,4.1,24.7,381,cofid-2021
cofid,11-1065,"Pudding, Eve's pudding, homemade",en,,Recipe using apples only AS,100,g,31.4,3.3,13.4,252,cofid-2021
cofid,11-1066,"Flan case, pastry, homemade",en,,Recipe AS,100,g,58.9,7,30.9,527,cofid-2021
cofid,11-1067,"Flan case, sponge, homemade",en,,Recipe AS,100,g,54.4,9.6,5.6,293,cofid-2021
cofid,11-1069,"Flan, pastry, with fruit, homemade",en,,"Recipe. Apple and tinned gooseberry, plum, rhubarb AS",100,g,18.3,1.2,3.5,105,cofid-2021
cofid,11-1070,"Flan, sponge, with fruit, homemade",en,,"Recipe. Apple and tinned gooseberry, plum, rhubarb AS",100,g,21.5,2.3,1.2,101,cofid-2021
cofid,11-1071,"Flapjacks, homemade",en,,Recipe AM,100,g,61.6,4.4,24,464,cofid-2021
cofid,11-1072,"Cake, fruit, wholemeal, homemade",en,,Recipe AN,100,g,52.4,5.8,14.1,366,cofid-2021
cofid,11-1073,"Pie, fruit, pastry top and bottom, blackcurrant, homemade",en,,Recipe. Ref. Wiles et al. (1980) AS,100,g,31,3.2,15.1,264,cofid-2021
cofid,11-1074,"Pie, fruit, wholemeal, pastry top and bottom, blackcurrant, homemade",en,,Recipe AS,100,g,32.5,3.9,12.5,250,cofid-2021
cofid,11-1075,"Pie, fruit, wholemeal, one crust, homemade",en,,"Recipe. Ref. Wiles et al. (1980). Apple, gooseberry, plum, rhubarb AS",100,g,27.6,2.5,7.6,182,cofid-2021
cofid,11-1076,"Pie, fruit, wholemeal, pastry top and bottom, homemade",en,,"Recipe. Ref. Wiles et al. (1980). Apple, gooseberry, plum, rhubarb AS",100,g,30,4,13.9,253,cofid-2021
cofid,11-1077,"Pie, fruit, wholemeal, with pie filling, homemade",en,,Recipe AS,100,g,32.7,4,13.6,261,cofid-2021
cofid,11-1078,"Pie, fruit, with pie filling, homemade",en,,recipe AS,100,g,31.1,3.2,16.4,277,cofid-2021
cofid,11-1079,"Gingerbread, homemade",en,,Recipe AN,100,g,65.9,5.6,11.3,371,cofid-2021
cofid,11-1081,"Gulab jamen/jambu, homemade",en,,Recipe AP,100,g,49.9,6.5,6.6,273,cofid-2021
cofid,11-1083,"Gulab jamen/jambu, retail",en,,Recipe AP,100,g,43.3,7.2,12.8,306,cofid-2021
cofid,11-1084,"Hot cross buns, homemade",en,,Recipe AP,100,g,58.3,7.3,5.8,312,cofid-2021
cofid,11-1085,"Tarts, jam, homemade",en,,Recipe AP,100,g,58,3.4,16.8,382,cofid-2021
cofid,11-1086,"Tarts, jam, wholemeal, homemade",en,,Recipe AP,100,g,59.6,4.2,14,366,cofid-2021
cofid,11-1088,"Jellabi, homemade",en,,Recipe AP,100,g,57.5,4.2,14.9,369,cofid-2021
cofid,11-1090,"Cake, lardy, homemade",en,,Recipe AN,100,g,53.7,6.7,15.7,369,cofid-2021
cofid,11-1091,"Milk bread, homemade",en,,Recipe AF,100,g,50.8,8.8,7,289,cofid-2021
cofid,11-1092,"Mince pies, homemade, individual",en,,Recipe AP,100,g,55.5,4.2,23.5,436,cofid-2021
cofid,11-1093,"Tart, mincemeat, one crust, homemade",en,,Recipe AP,100,g,56.4,3.1,17.9,385,cofid-2021
cofid,11-1094,"Muffins, American style, chocolate chip, homemade",en,,Recipe AN,100,g,53.6,6.3,17.5,384,cofid-2021
cofid,11-1095,"Muffins, bran, homemade",en,,Recipe AP,100,g,44.5,8.2,7,263,cofid-2021
cofid,11-1096,"Noodles, egg, fried with spring onions, homemade",en,,Recipe AD,100,g,30.5,5,12.2,244,cofid-2021
cofid,11-1097,"Pudding, Queen of Puddings, homemade",en,,Recipe AS,100,g,34.2,5,7.6,195,cofid-2021
cofid,11-1100,"Oatcakes, homemade",en,,Recipe AM,100,g,61.4,9.5,15.9,411,cofid-2021
cofid,11-1101,"Pakoras, homemade",en,,Recipe AT,100,g,19.7,8.1,8.1,173,cofid-2021
cofid,11-1102,"Pancakes, savoury, made with skimmed milk, homemade",en,,Recipe AT,100,g,26.7,6.9,7.3,193,cofid-2021
cofid,11-1103,"Pancakes, savoury, wholemeal, made with whole milk, homemade",en,,Recipe AT,100,g,23.4,7.6,10.1,209,cofid-2021
cofid,11-1104,"Paratha, homemade",en,,Recipe AF,100,g,45.8,7.8,14.4,333,cofid-2021
cofid,11-1105,"Pinni, homemade",en,,"Asian Sweetmeat, Recipe AP",100,g,59.5,5.4,31.4,527,cofid-2021
cofid,11-1106,"Porridge, made with milk and water",en,,Recipe AI,100,g,11.2,3.1,1.9,72,cofid-2021
cofid,11-1107,"Porridge, made with water",en,,Recipe. Ref. Wiles et al. (1980) AI,100,g,8.8,1.4,1,47,cofid-2021
cofid,11-1108,"Porridge, made with whole milk",en,,Recipe AI,100,g,13.3,4.9,4.7,112,cofid-2021
cofid,11-1109,"Rock cakes, homemade",en,,Recipe AN,100,g,61.8,5.3,14.8,386,cofid-2021
cofid,11-1111,"Rum baba, homemade",en,,Recipe AP,100,g,33.1,3.7,7.7,222,cofid-2021
cofid,11-1112,"Scones, cheese, homemade",en,,Recipe AP,100,g,45.3,10.1,16.4,358,cofid-2021
cofid,11-1113,"Scones, potato, homemade",en,,Recipe AP,100,g,36.8,4.8,13.6,279,cofid-2021
cofid,11-1114,"Scones, wholemeal, homemade",en,,Recipe. Ref. Wiles et al. (1980) AP,100,g,46.6,8.2,12.3,319,cofid-2021
cofid,11-1115,"Scones, fruit, wholemeal, homemade",en,,Recipe AP,100,g,50.8,7.7,11.1,322,cofid-2021
cofid,11-1116,"Scotch pancakes, homemade",en,,Recipe AP,100,g,41.1,6.6,9.8,270,cofid-2021
cofid,11-1117,"Bread, soda, made with white flour, homemade",en,,Recipe AF,100,g,57.3,7.6,1.6,261,cofid-2021
cofid,11-1118,"Cake, sponge, with butter icing, homemade",en,,Recipe AN,100,g,56.2,4.5,27.3,476,cofid-2021
cofid,11-1119,"Pudding, sponge, homemade",en,,Recipe AS,100,g,46.2,5.7,14.6,327,cofid-2021
cofid,11-1120,"Pudding, sponge, with dried fruit, homemade",en,,Recipe AS,100,g,50.5,5.5,13.4,332,cofid-2021
cofid,11-1121,"Pudding, sponge, with jam or treacle, homemade",en,,Recipe AS,100,g,51.1,5.3,13.3,333,cofid-2021
cofid,11-1122,"Pudding, spotted dick, homemade",en,,Recipe AS,100,g,48.3,4.5,16.1,344,cofid-2021
cofid,11-1123,"Tartlets, strawberry, homemade",en,,Recipe AP,100,g,27.2,2.4,10.1,202,cofid-2021
cofid,11-1124,"Pudding, suet, homemade",en,,Recipe AS,100,g,46.4,4.8,17.6,352,cofid-2021
cofid,11-1125,"Cake, Swiss roll, homemade",en,,Recipe AN,100,g,58.4,7.4,4.2,286,cofid-2021
cofid,11-1126,"Treacle tart, homemade",en,,Recipe AS,100,g,59.2,3.8,15.9,380,cofid-2021
cofid,11-1127,"Brownies, chocolate, homemade",en,,Recipe AN,100,g,54.3,6.2,30.8,506,cofid-2021
cofid,11-1128,"Flapjacks, retail, chocolate covered",en,,Recipe AM,100,g,55.7,5.3,23.5,441,cofid-2021
cofid,11-1129,"Pasta, white, dried, boiled in unsalted water",en,,"Including pasta tubes, shells, bows and macaroni. Calculated from pasta, white, dried, raw using 106.3% weight gain AD",100,g,37.2,5.5,0.8,169,cofid-2021
cofid,11-1130,"Waffles, homemade",en,,Recipe AP,100,g,43,9,15.3,335,cofid-2021
cofid,11-1131,"Welsh cakes, homemade",en,,Recipe AN,100,g,61.9,5.5,17.8,432,cofid-2021
cofid,11-1132,"Welsh cheesecakes, homemade",en,,Recipe AP,100,g,49.2,5.3,23.8,420,cofid-2021
cofid,11-1134,"Crackers, wholemeal, homemade",en,,Recipe AM,100,g,76.7,9.8,10.5,421,cofid-2021
cofid,11-1135,"Yorkshire pudding, made with skimmed milk, homemade",en,,Recipe AT,100,g,25.9,6.8,7.4,190,cofid-2021
cofid,11-1136,"Bread, brown, toasted",en,,"11 samples, 8 brands. Calculated using 22% weight loss AF",100,g,54,10.1,2.6,266,cofid-2021
cofid,11-1137,"Bread, white, sliced, fried in rapeseed oil",en,,Calculated on white sliced bread using analysed fat and water changes AF,100,g,46.8,8.1,32.2,498,cofid-2021
cofid,11-1138,Custard powder,en,,"Taken as cornflour (11-1045) except Na, Cl and Cu AA",100,g,92,0.6,0.7,354,cofid-2021
cofid,11-1139,"Pastry, flaky, cooked, homemade",en,,Recipe AO,100,g,48.3,5.7,37.4,540,cofid-2021
cofid,11-1140,"Pastry, flaky, uncooked, homemade",en,,Recipe AO,100,g,36.6,4.3,28.3,409,cofid-2021
cofid,11-1141,"Pancakes, sweet, made with skimmed milk, homemade",en,,Recipe AS,100,g,37.9,6.3,7.4,234,cofid-2021
cofid,11-1142,"Pancakes, sweet, made with whole milk, homemade",en,,Recipe AS,100,g,37.8,6.3,9.7,254,cofid-2021
cofid,11-1143,"Pancakes, sweet, made with semi skimmed milk, homemade",en,,Recipe AS,100,g,37.9,6.3,7.4,234,cofid-2021
cofid,11-1144,"Bread rolls, brown, crusty",en,,"12 samples of 6 rolls, different shops AF",100,g,50.4,10.3,2.8,255,cofid-2021
cofid,11-1145,"Bread, white, average",en,,Average of 5 main types of white bread AF,100,g,48.7,8.7,2.1,236,cofid-2021
cofid,11-1146,"Yorkshire pudding, made with whole milk",en,,Recipe AT,100,g,25.8,6.7,9.8,211,cofid-2021
cofid,11-230,"Pastries, Asian",en,,"5 samples, assorted sata pastries AP",100,g,43,6.3,39.1,538,cofid-2021
cofid,11-444,"Rice, egg fried, takeaway",en,,10 samples from different outlets AC,100,g,33.3,4.3,4.9,186,cofid-2021
cofid,11-450,"Pasta, plain, fresh, boiled",en,,"12 Samples, 8 brands including spaghetti, tagliatelle, lasagne, linguine and fusilli AD",100,g,31.8,6.6,1.5,159,cofid-2021
cofid,11-459,"Chapatis, made without fat",en,,Analysed and calculated values AF,100,g,43.7,7.3,1,202,cofid-2021
cofid,11-462,"Bread, malt, fruited",en,,"6 samples, 3 brands AF",100,g,64.9,7.8,2.3,295,cofid-2021
cofid,11-526,"Gateau, chocolate based, frozen",en,,"11 samples, including Black Forest gateau. AN",100,g,37.2,3.5,15.7,295,cofid-2021
cofid,11-527,"Cake, chocolate fudge",en,,"12 samples, 6 brands. Mixture of fresh and frozen AN",100,g,55.7,5.2,14.3,358,cofid-2021
cofid,11-530,"Gateau, fruit, frozen",en,,"10 samples; fruit and cream sponge including strawberry, orange and lemon and tropical fruit AN",100,g,33.3,3.2,12.3,248,cofid-2021
cofid,11-532,"Cake, sponge, with dairy cream and jam, frozen",en,,"10 samples, 8 brands AN",100,g,43.9,4.3,10.9,280,cofid-2021
cofid,11-541,"Muffins, English style, white",en,,10 samples AP,100,g,44.2,10,1.9,223,cofid-2021
cofid,11-542,"Muffins, English style, white, toasted",en,,Calculated using a weight loss of 12.6% AP,100,g,51,11.3,2.7,261,cofid-2021
cofid,11-544,"Scotch pancakes, retail",en,,"6 samples, 4 brands AP",100,g,43,5.6,9.6,270,cofid-2021
cofid,11-548,"Pie, lemon meringue, retail",en,,"8 samples, 4 brands. Fresh and frozen AS",100,g,43.5,2.9,8.5,251,cofid-2021
cofid,11-715,"Pasta, egg, white, dried, raw",en,,"10 samples, including farfalle, spaghetti, penne, lasagne, tagliatelle AD",100,g,74.8,12.9,3.6,365,cofid-2021
cofid,11-716,"Pasta, white, dried, raw",en,,"12 samples, including penne, fusilli, conchiglie, tagliatelle, spaghetti AD",100,g,75.6,11.3,1.6,343,cofid-2021
cofid,11-717,"Pasta shapes, coloured, flavoured, dried, raw",en,,"10 samples, including spirali, farfalle, fusilli, penne, pennette AD",100,g,75.4,11,1.6,341,cofid-2021
cofid,11-718,"Pasta, wholewheat, spaghetti, dried, raw",en,,"10 samples, 9 products AD",100,g,68.3,12.6,2.5,329,cofid-2021
cofid,11-719,"Noodles, egg, dried, raw",en,,"10 samples, 6 products. Fine, medium and thick noodles AD",100,g,72.6,12,2,338,cofid-2021
cofid,11-720,"Pasta, white,  twists, fusilli, dried, boiled in unsalted water",en,,"10 samples, 8 products AD",100,g,32.9,4.8,0.4,146,cofid-2021
cofid,11-721,"Pasta, white, twists, fusilli, dried, boiled in salted water",en,,"10 samples, 8 products AD",100,g,32.9,5,0.7,150,cofid-2021
cofid,11-722,"Pasta, white, spaghetti, dried, boiled in unsalted water",en,,"10 samples, 10 products AD",100,g,31.5,4.4,0.6,141,cofid-2021
cofid,11-723,"Pasta, wholewheat, spaghetti, dried, boiled in unsalted water",en,,"10 samples, 9 products AD",100,g,27.5,5.2,1.1,134,cofid-2021
cofid,11-724,"Noodles, egg, medium, dried, boiled in unsalted water",en,,"6 samples, 2 products AD",100,g,35.7,5.8,1,166,cofid-2021
cofid,11-725,"Noodles, rice, fine, dried, boiled in unsalted water",en,,"8 samples, 3 products AD",100,g,21.3,1.9,0.2,89,cofid-2021
cofid,11-726,"Pasta, egg, fresh, raw",en,,"10 samples, 10 products, including tagliatelle, penne, conchiglie, spaghetti, fusilli AD",100,g,57,10.6,2.9,282,cofid-2021
cofid,11-727,"Pasta, egg, white, tagliatelle, fresh, boiled in unsalted water",en,,"10 samples, 6 products AD",100,g,30.6,5.8,1.6,152,cofid-2021
cofid,11-728,"Pasta, egg, fresh, filled with cheese only, boiled in unsalted water",en,,"10 samples, 5 products, including tortelloni, torellini and ravioli AD",100,g,30.2,10.5,6.7,216,cofid-2021
cofid,11-729,"Pasta, egg, fresh, filled with cheese and tomato, boiled in unsalted water",en,,"10 samples, 7 products, including tortelloni and ravioli AD",100,g,28.1,8.7,5.9,193,cofid-2021
cofid,11-730,"Pasta, egg, fresh, filled with mushrooms, boiled in unsalted water",en,,"10 samples, 8 products, including ravioli, fagottini, tortellini AD",100,g,27.1,8.1,4.3,173,cofid-2021
cofid,11-731,"Pasta, egg, fresh, filled with green vegetables/herbs and cheese, boiled in unsalted water",en,,"10 samples, 9 products, including tortellini and ravioli AD",100,g,28.7,8.7,5.8,195,cofid-2021
cofid,11-732,"Pasta, egg, fresh, filled with meat, boiled in unsalted water",en,,"10 samples, 9 products, including tortellini and cappelletti and chicken, ham, beef and bacon fillings AD",100,g,31.3,10.1,4.7,200,cofid-2021
cofid,11-734,"Pasta and sauce mixes, dried, raw",en,,"10 samples, 10 products, pasta with sauce including cheese, meat and vegetables AD",100,g,70,12.8,4.9,358,cofid-2021
cofid,11-735,"Pasta, spaghetti, canned, in tomato sauce",en,,"10 samples, 9 products AD",100,g,16.2,2.1,0.3,72,cofid-2021
cofid,11-736,"Pasta, ravioli, meat filling, canned in tomato sauce",en,,"8 samples, 7 products AD",100,g,14.8,2.3,1.4,77,cofid-2021
cofid,11-737,"Muffins, American, chocolate, retail",en,,"10 samples, 9 products AN",100,g,49.5,5.5,25.4,436,cofid-2021
cofid,11-738,"Muffins, American, not chocolate, retail",en,,"10 samples, 10 products, including blueberry, cherry, toffee AN",100,g,47.8,5,19.5,375,cofid-2021
cofid,11-739,Jaffa cakes,en,,"10 samples, 6 products, including McVities, Lyons and own brands AM",100,g,69.3,4.4,8.5,354,cofid-2021
cofid,11-740,"Cake bars, chocolate",en,,"10 samples, 10 products, including chocolate chip, Galaxy, Milky Way, Penguin and Crunchie AN",100,g,57.5,5,21.6,430,cofid-2021
cofid,11-742,"Breakfast cereal, cornflakes, fortified",en,,"15 samples, 9 products, including Kellogg's and other / own brands AI",100,g,90.9,7.1,0.8,376,cofid-2021
cofid,11-745,"Breakfast cereal, cornflakes, unfortified",en,,"7 samples, 4 products, organic AI",100,g,91.4,7.1,0.8,378,cofid-2021
cofid,11-746,"Breakfast cereal, cornflakes, crunchy / honey nut coated, fortified",en,,"10 samples, 7 products, including Crunchy Nut Corn Flakes and own label AI",100,g,86.6,5.3,4.2,384,cofid-2021
cofid,11-749,"Breakfast cereal, cornflakes, frosted, fortified",en,,"10 samples, 8 products, including Frosties and own brand AI",100,g,87,4.7,0.5,350,cofid-2021
cofid,11-750,"Breakfast cereal, rice, toasted/crisp, fortified",en,,"13 samples, 6 products, including Rice Krispies and own brand AI",100,g,91.2,5.7,1,374,cofid-2021
cofid,11-753,"Breakfast cereal, rice, chocolate flavoured, fortified",en,,"10 samples, 5 products, including Coco Pops and own brand AI",100,g,89.6,4.6,2.3,375,cofid-2021
cofid,11-754,"Breakfast cereal, Ricicles, Kellogg's",en,,"6 samples, 1 product AI",100,g,95.4,3.8,0.4,377,cofid-2021
cofid,11-755,"Breakfast cereal, honey loops and hoops, including Honey and Nut Cheerios, fortified",en,,"8 samples, 5 products, including Honey Loops and own brands. Based on Honey Nut Cheerios and products containing nuts AI",100,g,78.7,6.6,3.1,349,cofid-2021
cofid,11-756,"Breakfast cereal, puffed wheat, unfortified",en,,"10 samples, 3 products, including Quaker Puffed Wheat and own brands AI",100,g,72,13.2,2,341,cofid-2021
cofid,11-757,"Breakfast cereal, puffed wheat, honey coated, fortified",en,,"16 samples, 8 products, including Sugar Puffs and own brand AI",100,g,86.8,4.7,1.2,355,cofid-2021
cofid,11-760,"Breakfast cereal, malted flake, fortified",en,,"9 samples, 6 products, including Special K and own brand AI",100,g,83.4,11.8,1.4,373,cofid-2021
cofid,11-761,"Breakfast cereal, malted wheat, fortified",en,,"8 samples, 5 products, including Shreddies and own brand AI",100,g,75.7,8.7,2.3,339,cofid-2021
cofid,11-762,"Breakfast cereal, wheat and multigrain, chocolate flavoured, fortified",en,,"10 samples, 4 products, including Weetos, Nesquick, Coco Shreddies and own brands AI",100,g,83.2,6.5,4.1,375,cofid-2021
cofid,11-763,"Breakfast cereal, bran flakes, fortified",en,,"15 samples, 8 products, including Kellogg's and own brands AI",100,g,73.3,9.6,2.2,333,cofid-2021
cofid,11-767,"Breakfast cereal, bran type cereal, fortified",en,,"15 samples, 9 products, including All-Bran and own brand AI",100,g,49.7,12.4,3.4,267,cofid-2021
cofid,11-773,"Breakfast cereal, wheat biscuits, Weetabix type, fortified",en,,"10 samples, 6 products, including Weetabix and own brands AI",100,g,72.7,10.5,1.9,332,cofid-2021
cofid,11-774,"Breakfast cereal, wheat biscuits, Weetabix type, unfortified",en,,"6 samples, 3 products, organic and value products AI",100,g,72.7,10.5,1.9,332,cofid-2021
cofid,11-775,"Breakfast cereal, shredded wheat type, unfortified",en,,"10 samples, 4 products, including Shredded Wheat and bitesize and own brand AI",100,g,71.2,10.9,2.5,333,cofid-2021
cofid,11-777,"Breakfast cereal, shredded wheat type with fruit, unfortified",en,,"6 samples, 3 products, including Raisin Wheats and own brand apricot wheats AI",100,g,74,8.4,1.7,326,cofid-2021
cofid,11-778,"Breakfast cereal, Shredded Wheat, honey nut, Nestle",en,,"6 samples, 1 product AI",100,g,72.8,9.8,5.4,361,cofid-2021
cofid,11-779,"Breakfast cereal, fruit and fibre type, fortified",en,,"10 samples, 7 products, including Kellogg's Fruit 'n Fibre and own brand AI",100,g,70.3,8,5.8,348,cofid-2021
cofid,11-780,"Muesli, Swiss style, unfortified",en,,"11 samples, 9 products, including Alpen and own brand AI",100,g,72.6,9.2,6.3,366,cofid-2021
cofid,11-781,"Muesli, Swiss style, no added sugar or salt, unfortified",en,,"6 samples, 5 products, including Jordans Natural Muesli and own brands AI",100,g,70.7,9.8,5.9,357,cofid-2021
cofid,11-788,"Porridge oats, unfortified",en,,"18 samples, 10 products, Quaker and other/own brands A",100,g,70.7,10.9,8.1,381,cofid-2021
cofid,11-789,"Porridge oats, unfortified, cooked, made up with semi-skimmed milk",en,,"18 samples, 10 products, Quaker and other/own brands A",100,g,12.1,4.6,2.3,84,cofid-2021
